YEAR;EARNED_PREMIUM;INSTALLMENT;GENDER;AGE_DRIVER;AGE_LICENSE;AGE_ADD_DRIVER;AGE_VEHICLE;CITIES;BRAND_TEXT;HPOWER;FUEL;VALUE_VEHICLE;POSTCODE;N_CLAIMS;INCURR_COST;EXPOSURE;ANTPOL;pesopot;DES_ZONE2;DES_ZONE;FUEL2
2011;16.97245902;2;1;61;35;9999;20;30;FORD;4;D;11347.110;30179;0;0;0.78;1;17.16666667;Rural;Capital;D
2011;44.58812865;2;1;55;25;9999;10;11;RENAULT;7;D;19100.000;11130;0;0;1;1;16.77;SubUrb;Rural - Tam 6;D
2011;28.61102264;2;1;30;10;9999;7;15;OPEL;7;D;18870.000;15704;0;0;1;1;13.01980198;SubUrb;Rural - Tam 7;D
2011;41.4077193;2;1;53;23;9999;7;37;SEAT;10;D;22265.000;37500;0;0;0.75;1;8.673333333;Rural;Rural - Tam 4;D
2011;33.09571429;2;1;46;28;9999;10;8;PEUGEOT;5;D;18560.000;08820;0;0;0.67;1;16.92;SubUrb;Corona;D
2011;27.99669879;2;2;53;27;31;8;27;MINI;7;G;14500.000;27780;0;0;1;1;12.66666667;Rural;Rural - Tam 3;G
2011;10.87323273;1;1;42;24;9999;11;7;TOYOTA;5;D;12520.000;07760;0;0;1;1;12.26666667;Rural;Rural - Tam 5;D
2011;18.76856636;1;1;29;11;9999;8;11;FORD;8;G;14875.050;11368;0;0;1;1;10.43478261;Rural;Rural - Tam 5;G
2011;12.60996093;1;2;44;20;9999;9;13;NISSAN;5;G;10400.000;13200;0;0;1;1;15;Rural;Rural - Tam 4;G
2011;10.93538079;1;1;51;32;9999;18;35;OPEL;6;G;8925.000;35509;0;0;1;1;11.03658537;Rural;Rural - Tam 5;G
2011;37.35107119;1;2;47;26;9999;8;41;VOLKSWAGEN;7;D;20445.000;41400;0;0;1;1;11.91428571;SubUrb;Rural - Tam 5;D
2011;52.54097675;1;2;43;22;9999;9;11;BMW;12;D;46097.630;11500;0;0;1;1;11.71195652;SubUrb;Rural - Tam 9;D
2011;34.93612689;1;1;44;25;9999;21;41;FORD;7;G;12471.000;41300;0;0;1;1;10.64220183;Rural;Corona;G
2011;17.23759563;1;1;33;14;9999;14;8;FORD;4;D;11539.430;08033;0;0;0.83;1;17.61666667;Urbano;Capital;D
2011;24.91147541;1;2;48;25;9999;7;8;MERCEDES;7;G;18900.000;08440;0;0;0.8;1;12.10526316;SubUrb;Influencia;G
2011;35.84737346;1;1;47;25;9999;15;36;CITROEN;4;D;12440.950;36550;0;0;1;1;19.25;Rural;Rural - Tam 2;D
2011;12.1398288;1;1;52;33;9999;10;31;PEUGEOT;5;G;12480.000;31180;0;0;1;1;12.66666667;SubUrb;Corona;G
2011;18.66284153;2;1;26;7;9999;18;49;ALFA ROMEO;7;G;9495.990;49178;0;0;0.79;1;10.77777778;Rural;Rural - Tam 1;G
2011;21.95513908;1;2;64;39;9999;5;31;MAZDA;7;G;17665.000;31015;0;0;1;1;11.85714286;Urbano;Capital;G
2011;16.92986339;1;1;34;3;9999;17;13;CITROEN;5;D;14397.730;13700;0;0;0.79;1;14.57746479;Rural;Rural - Tam 5;D
2011;30.70125023;2;2;59;9;9999;5;35;TOYOTA;7;G;16950.000;35215;0;0;1;1;12.57731959;Rural;Corona;G
2011;53.12795643;1;1;61;41;9999;6;36;MERCEDES;6;D;21796.400;36579;0;0;1;1;20.11363636;Rural;Rural - Tam 3;D
2011;34.00742241;1;1;57;37;9999;12;7;JEEP-CHRYSLER;11;G;22958.660;07840;0;0;1;1;8.17679558;Rural;Rural - Tam 5;G
2011;22.62799868;1;2;62;22;66;7;7;CITROEN;5;D;16750.000;07300;0;0;1;1;17.84507042;Rural;Rural - Tam 5;D
2011;26.19362217;2;2;48;19;9999;13;36;FORD;7;D;14556.510;36590;0;0;1;1;12.65555556;Rural;Rural - Tam 3;D
2011;30.51363014;1;1;63;45;32;8;12;VOLKSWAGEN;7;D;22495.000;12530;0;0;1;1;13.22857143;SubUrb;Influencia;D
2011;62.01495528;1;1;61;37;9999;8;13;MERCEDES;9;D;33975.210;13300;0;0;1;1;11.28;Rural;Rural - Tam 5;D
2011;54.31766105;1;1;61;43;9999;8;48;VOLKSWAGEN;11;D;31300.280;48120;0;0;1;1;11.29310345;Rural;Rural - Tam 3;D
2011;17.73242458;1;1;56;17;9999;9;30;SEAT;7;D;13132.110;30500;0;0;1;1;12.48888889;Rural;Corona;D
2011;18.8869863;1;1;60;41;9999;8;12;CITROEN;7;D;17989.900;12006;0;0;1;1;14.44444444;SubUrb;Capital;D
2011;34.10157534;1;2;32;11;41;11;48;VOLKSWAGEN;9;D;24647.510;48370;0;0;1;1;10.57692308;Rural;Rural - Tam 3;D
2011;6.254719515;1;2;49;30;9999;11;7;FORD;4;G;8684.620;07730;0;0;1;1;15.58333333;Rural;Rural - Tam 3;G
2011;53.37923077;2;1;29;10;9999;5;30;MAZDA;8;D;25000.000;30170;0;0;1;1;13.95454545;Rural;Corona;D
2011;11.32645408;1;1;38;19;9999;10;7;RENAULT;4;G;9784.480;07004;0;0;1;1;15;Urbano;Capital;G
2011;38.83202666;2;1;60;39;9999;22;24;BMW;8;D;26440.090;24380;0;0;1;1;12.86956522;Rural;Rural - Tam 2;D
2011;13.83855596;1;1;32;9;9999;11;17;FORD;7;D;15476.060;17480;0;0;0.54;1;14.98888889;Rural;Rural - Tam 4;D
2011;21.6439479;1;2;51;32;9999;5;29;CITROEN;5;D;13670.000;29793;0;0;1;1;14.6;Rural;Rural - Tam 2;D
2011;23.6328056;1;1;58;39;9999;6;18;PEUGEOT;7;D;18930.000;18131;0;0;1;1;13.81111111;Rural;Rural - Tam 1;D
2011;57.91261536;1;1;44;25;9999;9;48;VOLKSWAGEN;13;G;48050.000;48940;0;0;1;1;10.06363636;SubUrb;Influencia;G
2011;32.69246575;1;1;44;26;9999;5;48;KIA;11;D;28150.000;48006;0;0;1;1;11.91176471;Urbano;Capital;D
2011;24.02080328;1;1;68;35;9999;5;29;FIAT;5;D;13950.000;29740;0;0;0.99;1;14.73333333;Rural;Rural - Tam 6;D
2011;35.74952857;1;1;36;13;9999;6;8;BMW;8;G;26937.000;08860;0;0;1;1;10.77586207;SubUrb;Influencia;G
2011;24.28356164;1;1;72;39;9999;12;30;RENAULT;5;D;13823.280;30319;0;0;1;1;16.92307692;Rural;Corona;D
2011;12.77465306;2;1;39;17;9999;17;24;CITROEN;5;G;10530.210;24234;0;0;0.8;1;12.6;Rural;Rural - Tam 2;G
2011;21.653379;1;1;37;17;36;8;48;FORD;7;G;18035.000;48902;0;0;1;1;12.97;SubUrb;Corona;G
2011;36.50926304;1;1;32;10;9999;2;11;SEAT;7;D;20250.000;11206;0;0;1;1;13;Urbano;Rural - Tam 8;D
2011;18.41522075;1;1;44;25;9999;10;36;PEUGEOT;7;D;13390.550;36645;0;0;1;1;12.72222222;Rural;Rural - Tam 3;D
2011;12.92907164;1;2;70;49;9999;15;38;OPEL;5;G;12140.440;38700;0;0;1;1;13.73333333;Rural;Rural - Tam 4;G
2011;12.96036043;1;2;53;33;9999;7;12;FORD;6;G;12660.000;12520;0;0;1;1;12.8375;Rural;Rural - Tam 4;G
2011;28.81377049;2;1;61;40;32;9;15;OPEL;7;D;19050.000;15360;0;0;0.8;1;13.4;Rural;Rural - Tam 2;D
2011;21.34;1;1;47;25;9999;3;2;SEAT;7;D;14815.000;02230;0;0;0.8;1;11.88;Rural;Corona;D
2011;36.30054645;2;2;38;20;9999;3;36;OPEL;5;D;13400.000;36995;0;0;0.8;1;14.46666667;Rural;Corona;D
2011;9.015752212;2;1;58;38;9999;13;49;MERCEDES;11;D;42154.990;49620;0;0;0.1;1;9.209039548;Rural;Rural - Tam 2;D
2011;18.2220765;1;1;38;18;9999;8;43;VOLKSWAGEN;4;D;13769.190;43881;0;0;0.8;1;16.5625;Rural;Rural - Tam 3;D
2011;24.16742515;2;1;52;30;9999;10;8;FORD;9;G;17669.760;08020;0;0;1;1;10.696;Urbano;Capital;G
2011;17.53637158;1;2;46;21;9999;5;18;NISSAN;6;G;14600.000;18100;0;0;1;1;13.06818182;Rural;Corona;G
2011;31.49950168;1;1;41;20;9999;12;15;SAAB;8;D;22536.510;15339;0;0;1;1;13.04347826;Rural;Rural - Tam 7;D
2011;34.20240437;2;1;52;34;9999;8;28;SMART;4;G;14150.000;28840;0;0;1;1;12.13114754;Rural;Influencia;G
2011;41.58867889;2;1;39;3;9999;12;50;OPEL;7;D;23239.540;50009;0;0;1;1;14.28;Urbano;Capital;D
2011;27.93879781;1;2;67;47;33;10;18;VOLKSWAGEN;10;D;24587.410;18830;0;0;0.77;1;8.42;Rural;Rural - Tam 3;D
2011;18.75266839;1;1;39;21;9999;13;2;CITROEN;5;D;14544.490;02004;0;0;1;1;15.57746479;SubUrb;Capital;D
2011;54.02583018;2;1;42;17;38;5;35;HYUNDAI;9;D;29750.000;35215;0;0;1;1;14.42857143;Rural;Corona;D
2011;30.97678419;1;2;51;24;9999;6;41;CITROEN;8;G;18195.000;41400;0;0;1;1;10.90909091;SubUrb;Rural - Tam 5;G
2011;30.1557377;1;1;54;35;9999;9;41;CITROEN;7;D;17279.100;41710;0;0;0.82;1;13.33333333;Rural;Rural - Tam 5;D
2011;16.59453552;1;1;63;42;26;8;38;VOLKSWAGEN;7;G;14770.000;38410;0;0;0.8;1;10.25;Rural;Rural - Tam 5;G
2011;17.69615301;1;1;42;24;9999;13;8;VOLKSWAGEN;7;G;14274.040;08339;0;0;1;1;11.85;Rural;Influencia;G
2011;3.883616438;1;1;50;28;9999;1;37;HONDA;9;D;23800.000;37001;0;0;1;1;9.65;Urbano;Capital;D
2011;27.2911146;1;1;58;31;9999;9;41;SEAT;7;D;15440.000;41400;0;0;1;1;13.68888889;SubUrb;Rural - Tam 5;D
2011;70.75579145;2;1;53;34;9999;8;52;NISSAN;9;D;28495.000;52006;0;0;1;1;12.73076923;SubUrb;Rural - Tam 6;D
2011;17.05702395;1;1;34;15;9999;14;18;SEAT;4;D;11414.720;18210;0;0;0.72;1;17.265625;Rural;Rural - Tam 3;D
2011;24.20953676;2;2;74;34;9999;12;27;FORD;7;D;14424.290;27700;0;0;1;1;14.28888889;Rural;Rural - Tam 3;D
2011;8.443508982;1;1;35;16;9999;14;33;HYUNDAI;6;D;17188.950;33011;0;0;0.26;1;23.0875;Urbano;Capital;D
2011;34.19557377;1;1;58;34;9999;10;8;FIAT;7;D;22370.000;08700;0;0;0.81;1;13.94495413;Rural;Rural - Tam 5;D
2011;22.71778644;1;1;53;35;9999;12;22;SEAT;5;D;11779.840;22330;0;0;1;1;15.73529412;Rural;Rural - Tam 2;D
2011;17.89770948;1;1;75;42;9999;18;32;PEUGEOT;5;D;13781.000;32600;0;0;1;1;15.21126761;Rural;Rural - Tam 4;D
2011;31.60489812;1;2;38;19;9999;10;40;RENAULT;7;D;15740.910;40200;0;0;1;1;10.9047619;Rural;Rural - Tam 3;D
2011;16.01092896;1;2;35;8;9999;18;15;CITROEN;5;D;14397.730;15570;0;0;0.8;1;14.57746479;Rural;Rural - Tam 5;D
2011;38.10555171;1;1;36;18;9999;12;21;IVECO;7;D;19400.970;21600;0;0;1;1;17.18446602;Rural;Rural - Tam 4;D
2011;25.20860656;1;1;41;22;9999;8;29;SEAT;7;D;21113.000;29010;0;0;0.86;1;13.38095238;Urbano;Capital;D
2011;12.10495677;1;1;41;21;9999;9;15;PEUGEOT;5;D;12020.240;15002;0;0;0.75;1;14.42857143;Urbano;Capital;D
2011;42.44733648;1;1;44;25;9999;7;8;VOLKSWAGEN;9;D;28487.970;08206;0;0;1;1;11.11538462;SubUrb;Influencia;D
2011;38.08150945;1;1;51;32;9999;11;48;VOLKSWAGEN;5;D;16341.520;48530;0;0;1;1;22.13235294;Rural;Influencia;D
2011;26.2230009;1;2;44;19;9999;5;17;TOYOTA;9;G;17780.000;17744;0;0;1;1;9.838709677;Rural;Rural - Tam 1;G
2011;28.23267196;1;1;58;38;9999;8;3;TOYOTA;9;G;20800.000;03581;0;0;0.84;1;10.58139535;;Rural - Tam 4;G
2011;41.42163934;2;1;26;6;9999;9;46;BMW;12;G;35561.890;46800;0;0;0.8;1;7.616580311;Rural;Rural - Tam 5;G
2011;25.24837267;2;1;36;12;9999;11;43;SEAT;7;D;18500.000;43500;0;0;1;1;11.9047619;Rural;Rural - Tam 5;D
2011;24.71937158;1;1;34;16;9999;7;4;VOLKSWAGEN;7;D;20543.600;04700;0;0;0.84;1;14.63461538;SubUrb;Rural - Tam 6;D
2011;27.20256831;1;1;37;17;9999;4;18;RENAULT;7;D;17975.000;18191;0;0;0.8;1;13.61904762;Rural;Corona;D
2011;41.43497802;2;1;67;16;9999;5;46;SEAT;9;D;24325.000;46020;0;0;1;1;10.49285714;Urbano;Capital;D
2011;6.79161435;1;1;62;35;9999;12;38;TOYOTA;7;G;12236.610;38370;0;0;0.42;1;10.72164948;SubUrb;Rural - Tam 3;G
2011;17.88150063;1;1;56;36;9999;11;32;CITROEN;8;G;14730.810;32613;0;0;1;1;10.37272727;Rural;Rural - Tam 2;G
2011;29.17422816;1;1;65;42;9999;6;29;CITROEN;7;D;21190.000;29600;0;0;1;1;14.33333333;Urbano;Rural - Tam 7;D
2011;16.32195269;1;2;62;24;9999;16;23;VOLKSWAGEN;4;D;9015.180;23712;0;0;1;1;17.1875;Rural;Rural - Tam 2;D
2011;27.60815217;3;1;44;21;9999;11;11;RENAULT;8;G;13673.030;11207;0;0;0.8;1;9.424778761;Urbano;Rural - Tam 8;G
2011;15.2352736;1;2;36;12;9999;10;29;CITROEN;5;D;12745.000;29601;0;0;1;1;14.6;;Rural - Tam 7;D
2011;15.21038251;1;1;46;27;9999;19;14;CITROEN;5;D;13240.300;14130;0;0;0.8;1;14.57746479;Rural;Rural - Tam 5;D
2011;29.29624613;1;1;70;45;9999;8;18;OPEL;7;D;20130.000;18656;0;0;1;1;12.9;Rural;Rural - Tam 2;D
2011;49.37557078;1;1;56;32;9999;10;15;VOLKSWAGEN;6;D;21277.450;15840;0;0;1;1;18.29545455;Rural;Rural - Tam 4;D
2011;30.167351;1;1;65;26;9999;6;30;VOLKSWAGEN;6;G;15665.800;30397;0;0;1;1;16.575;Rural;Corona;G
2011;17.44913998;1;1;59;40;26;15;15;SEAT;5;D;10653.780;15613;0;0;1;1;14.33823529;Rural;Rural - Tam 2;D
2011;98.26630435;3;1;42;23;9999;6;41;MERCEDES;13;D;61000.000;41940;0;0;0.56;1;8.102678571;SubUrb;Corona;D
2011;48.44604365;1;1;54;30;9999;15;42;TOYOTA;10;G;27400.000;42003;0;0;1;1;8.6;Rural;Capital;G
2011;4.768181818;1;1;35;15;9999;12;12;VOLKSWAGEN;7;D;20990.000;12594;0;0;0.17;1;12.1;Rural;Rural - Tam 2;D
2011;29.78452571;1;1;44;26;9999;12;12;CITROEN;8;D;27637.500;12539;0;0;1;1;14.5;Rural;Influencia;D
2011;30.19057534;1;1;54;36;9999;6;30;FIAT;7;D;17180.000;30740;0;0;1;1;12.57142857;Rural;Rural - Tam 4;D
2011;2.091304348;3;1;36;15;9999;10;36;RENAULT;6;D;14390.000;36720;0;0;0.06;1;14.25;Rural;Rural - Tam 4;D
2011;16.02086957;3;1;26;7;9999;5;29;SEAT;11;D;24695.000;29711;0;0;0.31;1;7.829411765;Rural;Rural - Tam 2;D
2011;21.01746149;1;1;64;37;9999;14;36;PEUGEOT;7;D;14820.960;36600;0;0;1;1;13.36956522;Rural;Rural - Tam 5;D
2011;13.02292936;1;1;43;25;43;14;12;OPEL;4;D;10914.380;12318;0;0;1;1;17.75;Rural;Rural - Tam 1;D
2011;13.25934426;2;1;35;3;9999;9;2;FORD;9;D;25100.000;02002;0;0;0.31;1;16.52;SubUrb;Capital;D
2011;61.79974779;2;1;36;18;9999;9;41;AUDI;7;D;22920.000;41100;0;0;1;1;12.55;Rural;Influencia;D
2011;31.37105023;1;2;40;14;9999;13;32;VOLKSWAGEN;8;D;20374.310;32350;0;0;1;1;11.78181818;Rural;Rural - Tam 3;D
2011;13.35650685;1;2;32;11;9999;8;7;OPEL;5;G;11383.170;07010;0;0;1;1;14.2;Urbano;Capital;G
2011;39.66581406;1;1;42;23;9999;11;11;FORD;9;D;18871.780;11620;0;0;1;1;14.09166667;Rural;Rural - Tam 5;D
2011;14.20269406;1;1;47;26;9999;6;18;FORD;5;D;12210.000;18110;0;0;1;1;16.80882353;Rural;Rural - Tam 3;D
2011;21.58934291;1;1;68;28;9999;6;29;SEAT;7;D;16111.000;29791;0;0;1;1;11.65;Rural;Rural - Tam 6;D
2011;33.39241631;1;1;57;36;9999;6;4;CITROEN;7;D;17970.000;04009;0;0;1;1;14.56666667;Urbano;Capital;D
2011;44.72852459;2;2;43;16;9999;9;41;FORD;8;D;19833.400;41830;0;0;0.81;1;12.96521739;Rural;Rural - Tam 2;D
2011;30.49614304;2;1;29;9;9999;7;37;VOLKSWAGEN;7;D;21180.000;37300;0;0;1;1;12.2;Rural;Rural - Tam 3;D
2011;34.25312845;1;2;39;18;9999;17;27;FORD;7;D;20921.000;27880;0;0;1;1;17.3;Rural;Rural - Tam 3;D
2011;16.65959016;1;1;38;13;34;10;38;OPEL;5;G;11419.230;38390;0;0;0.81;1;15.06666667;SubUrb;Rural - Tam 3;G
2011;44.94166667;1;2;36;18;9999;10;25;VOLKSWAGEN;9;D;28079.290;25753;0;0;0.84;1;10.96153846;Rural;Rural - Tam 1;D
2011;51.3085722;1;1;31;7;9999;4;28;OPEL;5;D;15920.000;28412;0;0;1;1;16.13333333;Rural;Rural - Tam 2;D
2011;34.68947489;1;1;67;43;9999;5;36;RENAULT;8;G;19100.000;36210;0;0;1;1;10.68181818;Urbano;Influencia;G
2011;39.46666667;1;2;36;14;9999;4;46;HYUNDAI;9;D;27900.000;46470;0;0;0.84;1;12.03571429;SubUrb;Corona;D
2011;24.42675889;1;1;52;33;9999;6;13;FORD;7;D;18325.000;13700;0;0;1;1;12.66972477;Rural;Rural - Tam 5;D
2011;53.28369287;1;1;52;34;9999;4;43;RENAULT;8;D;24450.000;43850;0;0;1;1;15.4173913;SubUrb;Rural - Tam 5;D
2011;49.32989221;2;1;45;19;9999;6;43;RENAULT;8;D;26000.000;43830;0;0;1;1;16.32173913;Rural;Rural - Tam 3;D
2011;6.759173554;1;1;36;13;9999;12;28;PEUGEOT;8;D;21636.440;28223;0;0;0.15;1;12.81818182;Urbano;Corona;D
2011;35.18557377;2;1;59;16;9999;13;43;AUDI;8;D;29750.100;43820;0;0;0.81;1;12.69565217;Rural;Rural - Tam 4;D
2011;27.14691257;1;1;46;27;9999;10;8;FORD;8;D;21890.000;08207;0;0;0.82;1;12.6;SubUrb;Influencia;D
2011;32.51311595;1;1;44;13;9999;12;4;CITROEN;7;D;17279.100;04712;0;0;1;1;13.33333333;Rural;Rural - Tam 6;D
2011;41.39122348;1;1;33;15;9999;4;32;BMW;9;D;25400.000;32860;0;0;1;1;10.73770492;Rural;Rural - Tam 2;D
2011;19.62453702;1;1;41;23;9999;16;46;CITROEN;7;D;15013.280;46240;0;0;1;1;11.97826087;SubUrb;Influencia;D
2011;14.82735938;1;1;64;42;9999;13;32;SEAT;4;G;9734.170;32300;0;0;1;1;16.58333333;Rural;Rural - Tam 4;G
2011;18.94661202;1;2;30;8;9999;15;15;AUDI;7;D;21636.440;15702;0;0;0.82;1;14.11111111;SubUrb;Rural - Tam 7;D
2011;17.43924141;1;1;55;33;9999;7;15;TOYOTA;5;G;13080.000;15703;0;0;1;1;12.61538462;SubUrb;Rural - Tam 7;G
2011;51.4619717;1;1;55;35;9999;6;33;VOLKSWAGEN;9;D;24862.280;33556;0;0;1;1;13.84615385;Rural;Rural - Tam 3;D
2011;34.33556726;1;1;65;37;9999;4;32;RENAULT;8;D;24850.000;32570;0;0;1;1;12.6;Rural;Rural - Tam 2;D
2011;24.40163934;1;1;36;17;9999;17;8;HONDA;10;G;21113.560;08720;0;0;0.82;1;8.7;SubUrb;Rural - Tam 5;G
2011;11.2178797;2;1;35;14;9999;3;35;CITROEN;7;D;21360.260;35600;0;0;0.18;1;15.63333333;Rural;Rural - Tam 5;D
2011;15.21754098;1;1;28;5;9999;19;2;PEUGEOT;5;D;12882.690;02270;0;0;0.82;1;15.42857143;Rural;Rural - Tam 2;D
2011;96.94030475;2;1;65;38;9999;7;6;RENAULT;10;D;39250.000;06412;0;0;1;1;12.16666667;Rural;Rural - Tam 5;D
2011;9.782853881;1;1;55;37;9999;19;17;SUZUKI;2;G;6184.410;17457;0;0;1;1;20.11111111;Rural;Rural - Tam 2;G
2011;18.57111872;1;2;34;15;9999;8;38;VOLKSWAGEN;5;G;14255.000;38410;0;0;1;1;14.2;Rural;Rural - Tam 5;G
2011;14.24102388;1;1;33;7;9999;1;7;FORD;6;G;13160.000;07800;0;0;1;1;12.85365854;Rural;Rural - Tam 5;G
2011;28.79622906;1;1;37;6;9999;2;35;PEUGEOT;8;D;23119.460;35400;0;0;1;1;12.99090909;Rural;Corona;D
2011;41.22131148;1;2;45;26;53;4;48;MERCEDES;8;D;27944.400;48170;0;0;0.82;1;16.72413793;Rural;Corona;D
2011;23.14884858;2;2;29;4;9999;5;46;SEAT;7;D;16566.000;46550;0;0;1;1;11.65;SubUrb;Influencia;D
2011;22.65;1;2;29;9;9999;9;20;PEUGEOT;8;D;22450.000;20303;0;0;0.84;1;12.95454545;SubUrb;Rural - Tam 6;D
2011;27.65594942;1;1;31;8;9999;7;46;OPEL;7;G;16830.000;46900;0;0;1;1;11.33333333;SubUrb;Influencia;G
2011;19.46904132;1;1;48;17;9999;13;8;OPEL;4;D;12669.340;08302;0;0;0.32;1;17.41666667;SubUrb;Influencia;D
2011;18.27541118;1;1;54;35;23;18;48;OPEL;8;G;16143.190;48006;0;0;1;1;9.956521739;Urbano;Capital;G
2011;16.63290576;1;1;38;19;9999;8;12;FIAT;5;D;12980.010;12550;0;0;0.82;1;17.5;SubUrb;Corona;D
2011;7.74823913;2;1;48;14;9999;17;2;FORD;5;D;13005.900;02230;0;0;0.07;1;20.87142857;Rural;Corona;D
2011;28.39881279;1;1;72;47;32;10;16;CITROEN;7;D;21036.000;16410;0;0;1;1;14.44444444;Rural;Rural - Tam 2;D
2011;0.295430769;1;1;61;41;9999;12;43;BMW;11;G;30272.980;43700;0;0;0.01;1;8.088235294;SubUrb;Rural - Tam 5;G
2011;18.5;1;2;46;26;9999;17;17;SEAT;5;G;13314.040;17310;0;0;0.82;1;14.4;Rural;Rural - Tam 5;G
2011;16.6663656;1;1;37;6;9999;5;46;TOYOTA;5;G;10250.000;46005;0;0;1;1;11.91176471;Urbano;Capital;G
2011;11.60932158;1;2;55;16;9999;9;33;FIAT;4;G;8700.000;33011;0;0;1;1;14.33333333;Urbano;Capital;G
2011;23.05557377;2;1;53;15;9999;6;29;OPEL;7;D;18230.000;29640;0;0;0.83;1;12.9;Urbano;Influencia;D
2011;21.85496968;1;1;44;25;9999;8;36;RENAULT;5;D;11600.000;36530;0;0;1;1;15.07692308;Rural;Rural - Tam 2;D
2011;16.94096789;1;2;50;23;9999;11;7;MCC;3;G;12921.760;07620;0;0;1;1;15;Rural;Corona;G
2011;24.86648102;1;1;52;33;27;11;24;SEAT;8;D;18955.000;24314;0;0;1;1;11.26363636;Rural;Rural - Tam 2;D
2011;23.57109589;1;1;50;31;9999;10;15;CITROEN;7;D;17279.100;15705;0;0;1;1;13.33333333;SubUrb;Rural - Tam 7;D
2011;20.74278689;1;1;39;21;9999;4;12;SEAT;7;D;19151.000;12530;0;0;0.84;1;12.28571429;SubUrb;Influencia;D
2011;0.197647059;1;1;56;38;9999;12;32;ROVER;8;D;26985.440;32650;0;0;0.01;1;12.91304348;Rural;Rural - Tam 1;D
2011;27.93600978;1;1;41;23;9999;11;3;OPEL;7;D;19472.790;03690;0;0;1;1;14.3;Urbano;Corona;D
2011;24.47317136;1;1;36;18;9999;5;17;CITROEN;5;D;13072.010;17742;0;0;1;1;16.26760563;Rural;Rural - Tam 1;D
2011;24.9702459;1;2;41;23;9999;6;29;CITROEN;5;D;15275.000;29140;0;0;0.87;1;16.98591549;Rural;Capital;D
2011;26.20018138;1;1;63;36;37;5;1;PEUGEOT;8;G;18620.000;01013;0;0;1;1;10.94545455;Urbano;Capital;G
2011;3.891368421;1;1;56;13;9999;15;43;FORD;4;G;7723.010;43882;0;0;0.45;1;14.51666667;Rural;Rural - Tam 4;G
2011;15.97540984;1;1;41;18;9999;17;11;FORD;4;D;11713.730;11540;0;0;0.82;1;18.08333333;Rural;Rural - Tam 6;D
2011;44.31081967;1;1;45;26;9999;9;29;JEEP-CHRYSLER;11;D;39913.620;29649;0;0;0.82;1;12.14723926;Rural;Influencia;D
2011;14.24107306;1;1;83;48;9999;8;7;DAEWOO;6;G;10400.000;07500;0;0;1;1;11.98795181;Rural;Rural - Tam 5;G
2011;76.97685381;1;1;57;37;9999;5;13;MERCEDES;10;D;32253.800;13170;0;0;1;1;12.62;Rural;Corona;D
2011;46.02770754;1;2;44;25;45;11;36;MERCEDES;10;D;33323.110;36680;0;0;1;1;10.62937063;Rural;Rural - Tam 5;D
2011;22.18255221;1;1;60;41;9999;18;43;PEUGEOT;7;D;18288.800;43205;0;0;1;1;12.5;SubUrb;Corona;D
2011;5.905787037;1;1;48;29;9999;7;47;OPEL;9;D;21665.000;47300;0;0;0.12;1;12.56;Rural;Rural - Tam 3;D
2011;40.14805853;1;2;38;20;9999;5;5;CITROEN;7;D;20090.000;05400;0;0;1;1;14.33333333;Rural;Rural - Tam 3;D
2011;19.60992035;1;1;39;7;9999;11;22;JEEP-CHRYSLER;9;D;44459.270;22600;0;0;0.3;1;14.10714286;Rural;Rural - Tam 3;D
2011;23.71328767;1;2;50;31;9999;5;32;PEUGEOT;9;G;17240.000;32300;0;0;1;1;10;Rural;Rural - Tam 4;G
2011;19.90098158;1;1;50;32;9999;9;29;RENAULT;5;D;12012.000;29003;0;0;1;1;15.30769231;Urbano;Capital;D
2011;14.17825137;1;1;29;11;9999;12;43;FIAT;4;D;9766.450;43206;0;0;0.83;1;17;SubUrb;Corona;D
2011;33.69338628;1;1;41;9;9999;10;8;CITROEN;5;D;15250.000;08500;0;0;0.61;1;17.84507042;Rural;Rural - Tam 5;D
2011;24.6402358;1;1;53;34;9999;13;6;CITROEN;4;D;10607.860;06640;0;0;1;1;15.34482759;Rural;Rural - Tam 2;D
2011;14.74618669;1;1;45;23;9999;6;29;TOYOTA;6;G;10998.520;29793;0;0;1;1;11.22093023;Rural;Rural - Tam 2;G
2011;31.31047907;1;2;35;16;9999;11;17;HYUNDAI;8;D;23890.230;17844;0;0;1;1;15.35714286;Rural;Rural - Tam 2;D
2011;20.87030362;1;2;45;27;22;13;7;VOLKSWAGEN;7;D;18481.120;07520;0;0;1;1;14.11111111;Rural;Rural - Tam 2;D
2011;10.09429513;1;2;40;20;9999;18;12;RENAULT;4;G;8684.620;12549;0;0;1;1;13.75;Rural;Corona;G
2011;14.94731405;1;1;40;21;36;4;38;VOLKSWAGEN;5;D;19679.400;38428;0;0;0.5;1;20.06666667;Rural;Rural - Tam 2;D
2011;29.8547541;2;1;35;15;9999;13;30;CITROEN;7;D;17781.000;30390;0;0;0.61;1;13.37777778;Rural;Corona;D
2011;30.04299087;1;2;34;15;9999;11;36;FIAT;8;D;17370.000;36415;0;0;1;1;11;Rural;Rural - Tam 4;D
2011;19.32815555;2;1;40;9;9999;10;35;OPEL;5;G;11960.140;35500;0;0;1;1;15.33333333;Rural;Rural - Tam 5;G
2011;19.27868852;2;1;39;21;19;9;15;RENAULT;5;D;11850.000;15142;0;0;0.83;1;15.07692308;Rural;Corona;D
