YEAR;EARNED_PREMIUM;INSTALLMENT;GENDER;AGE_DRIVER;AGE_LICENSE;AGE_ADD_DRIVER;AGE_VEHICLE;CITIES;BRAND_TEXT;HPOWER;FUEL;VALUE_VEHICLE;POSTCODE;N_CLAIMS;INCURR_COST;EXPOSURE;ANTPOL;pesopot;DES_ZONE2;DES_ZONE;FUEL2
2011;34.76613549;1;1;74;54;9999;13;47;RENAULT;7;D;16948.540;47240;0;0;1;4;11.5;Rural;Rural - Tam 2;D
2011;22.88461538;2;2;66;27;9999;5;46;LAND ROVER;11;D;35150.000;46989;0;0;0.34;4;11.0625;Rural;Corona;D
2011;18.00144315;1;2;62;39;34;8;7;NISSAN;6;G;12850.000;07141;0;0;1;4;12.1875;Rural;Rural - Tam 5;G
2011;32.22222831;1;2;41;21;9999;4;38;SKODA;7;D;16209.300;38108;0;0;1;4;14.11111111;Rural;Capital;D
2011;33.90084489;2;1;38;19;29;9;8;SEAT;8;D;18955.000;08940;0;0;1;4;11.26363636;SubUrb;Influencia;D
2011;14.17445318;1;2;41;21;9999;13;18;CITROEN;3;G;8763.000;18300;0;0;1;4;16.1;Rural;Rural - Tam 5;G
2011;67.41005479;1;1;36;17;9999;5;49;MERCEDES;7;D;21825.400;49160;0;0;1;4;18.63157895;Rural;Rural - Tam 1;D
2011;39.44822577;1;1;47;28;9999;5;37;RENAULT;5;D;17040.000;37500;0;0;1;4;18.55384615;Rural;Rural - Tam 4;D
2011;47.78406767;1;1;60;34;9999;4;8;TOYOTA;10;D;26055.000;08221;0;0;1;4;9.9;SubUrb;Influencia;D
2011;19.56551898;1;1;38;19;9999;9;38;VOLKSWAGEN;7;G;15219.870;38300;0;0;1;4;10.37142857;SubUrb;Rural - Tam 5;G
2011;36.26100831;1;2;51;33;9999;21;7;BMW;8;G;22423.760;07518;0;0;1;4;11.13043478;Rural;Rural - Tam 1;G
2011;21.6409863;1;1;57;39;9999;9;29;SEAT;7;D;15440.000;29006;0;0;1;4;13.68888889;Urbano;Capital;D
2011;17.14611573;1;1;54;36;9999;8;7;PEUGEOT;7;G;15896.770;07440;0;0;1;4;11.47706422;Rural;Rural - Tam 3;G
2011;15.70655738;1;2;44;14;9999;9;29;VOLKSWAGEN;7;D;23700.000;29601;0;0;0.36;4;14.98;;Rural - Tam 7;D
2011;52.29555379;1;1;63;28;9999;11;7;RENAULT;6;D;20254.110;07714;0;0;1;4;22.6875;Rural;Rural - Tam 5;D
2011;12.26783607;1;1;36;14;9999;19;24;OPEL;2;G;8576.000;24549;0;0;1;4;18.77777778;Rural;Rural - Tam 2;G
2011;86.01807635;1;2;39;21;9999;4;20;MERCEDES;8;D;35997.440;20159;0;0;1;4;17.95652174;Rural;Corona;D
2011;14.12351648;2;1;82;42;9999;6;38;MITSUBISHI;8;D;23608.000;38300;0;0;0.35;4;15.34782609;SubUrb;Rural - Tam 5;D
2011;4.75694704;1;2;46;25;9999;12;18;PEUGEOT;5;D;11178.830;18430;0;0;0.25;4;14.42857143;Rural;Rural - Tam 1;D
2011;33.19659263;1;2;31;12;9999;5;14;RENAULT;6;D;16720.000;14850;0;0;1;4;14.9375;Rural;Rural - Tam 5;D
2011;9.865054645;1;1;54;36;9999;8;43;CITROEN;7;D;16986.000;43700;0;0;0.35;4;14.05555556;SubUrb;Rural - Tam 5;D
2011;48.74728318;1;1;55;36;51;8;42;RENAULT;9;D;21600.000;42200;0;0;1;4;11.25;Rural;Rural - Tam 3;D
2011;34.96907313;1;1;56;38;9999;7;3;OPEL;9;D;22040.000;03610;0;0;1;4;11;Rural;Rural - Tam 5;D
2011;8.899180328;1;2;56;22;9999;12;24;NISSAN;6;G;11731.760;24400;0;0;0.39;4;11.95402299;SubUrb;Rural - Tam 6;G
2011;23.28743169;1;1;63;43;9999;4;38;TOYOTA;13;G;50000.000;38108;0;0;0.39;4;12.13389121;Rural;Capital;G
2011;28.58991466;1;1;63;39;57;9;15;HYUNDAI;6;D;15446.010;15165;0;0;1;4;16.70731707;Rural;Rural - Tam 4;D
2011;16.03604937;1;1;61;36;9999;14;48;CITROEN;4;G;9916.700;48510;0;0;1;4;13.75;Rural;Influencia;G
2011;12.37595628;1;1;61;36;9999;13;49;VOLKSWAGEN;4;D;10818.220;49013;0;0;0.42;4;14.84375;SubUrb;Capital;D
2011;21.91729899;2;1;40;10;9999;15;12;RENAULT;5;D;14754.850;12570;0;0;1;4;17.07692308;Rural;Rural - Tam 3;D
2011;12.13967213;1;1;59;38;24;4;12;PEUGEOT;7;D;20050.000;12550;0;0;0.42;4;14.36666667;SubUrb;Corona;D
2011;11.92098361;1;1;60;39;9999;15;7;SEAT;7;D;14356.680;07440;0;0;0.57;4;12.5;Rural;Rural - Tam 3;D
2011;34.81557474;1;1;41;23;9999;7;17;RENAULT;9;D;21740.000;17241;0;0;1;4;11.91666667;Rural;Capital;D
2011;17.15169998;1;1;57;39;9999;12;3;SKODA;4;D;12030.000;03193;0;0;1;4;17.546875;Rural;Rural - Tam 2;D
2011;43.49820548;2;1;41;21;9999;8;12;PEUGEOT;7;D;23820.000;12550;0;0;0.94;4;19.35;SubUrb;Corona;D
2011;61.06892572;2;2;70;52;70;11;8;JEEP-CHRYSLER;9;D;36940.610;08720;0;0;1;4;14.10714286;SubUrb;Rural - Tam 5;D
2011;49.82578007;1;2;60;36;9999;9;50;MERCEDES;13;G;57500.000;50011;0;0;1;4;7.935779817;Urbano;Capital;G
2011;47.51427712;1;1;61;34;9999;10;32;BMW;10;D;29600.000;32698;0;0;1;4;9.666666667;Rural;Rural - Tam 4;D
2011;31.67355386;1;1;50;8;27;4;8;RENAULT;5;G;10200.000;08398;0;0;1;4;13.73333333;Rural;Rural - Tam 2;G
2011;25.35211475;1;2;54;30;9999;14;25;OPEL;6;D;17600.000;25750;0;0;0.82;4;16.51219512;Rural;Rural - Tam 2;D
2011;32.90773082;1;1;41;22;9999;7;17;RENAULT;9;D;20715.000;17530;0;0;1;4;10.91666667;Rural;Rural - Tam 2;D
2011;83.67250288;1;1;49;28;9999;1;41;JEEP-CHRYSLER;11;D;32714.220;41004;0;0;1;4;9.846625767;Urbano;Capital;D
2011;9.13715847;1;1;57;37;25;15;46;HYUNDAI;6;G;8888.970;46940;0;0;0.63;4;11.52439024;Urbano;Influencia;G
2011;8.098360656;1;2;45;17;9999;8;18;KIA;5;G;10245.000;18500;0;0;0.42;4;13.13846154;Rural;Rural - Tam 5;G
2011;19.1381813;1;1;62;40;9999;15;7;SEAT;4;G;10799.890;07840;0;0;1;4;15.75;Rural;Rural - Tam 5;G
2011;39.28334119;1;2;56;35;9999;2;41;RENAULT;6;D;16000.000;41928;0;0;1;4;14.05882353;Rural;Corona;D
2011;16.8352197;1;2;45;18;9999;12;3;ROVER;6;G;11490.000;03205;0;0;1;4;12.28915663;Urbano;Corona;G
2011;61.36077176;1;2;52;25;49;2;22;TOYOTA;11;D;40000.000;22300;0;0;1;4;10.69364162;Rural;Rural - Tam 4;D
2011;27.89017666;1;1;60;40;9999;6;18;FORD;7;D;18871.780;18120;0;0;1;4;16.05555556;Rural;Rural - Tam 3;D
2011;31.57762295;1;1;60;41;24;12;15;AUDI;9;D;24671.550;15881;0;0;0.52;4;9.230769231;Rural;Rural - Tam 3;D
2011;10.8557377;1;2;28;9;9999;8;29;PEUGEOT;5;D;12880.000;29630;0;0;0.46;4;14.98571429;SubUrb;Influencia;D
2011;24.25443611;1;1;40;22;9999;7;7;HYUNDAI;8;D;24500.000;07830;0;0;1;4;14.375;Rural;Rural - Tam 2;D
2011;37.41253649;1;1;61;41;9999;10;24;CITROEN;9;D;26414.480;24400;0;0;1;4;10.91911765;SubUrb;Rural - Tam 6;D
2011;40.91478142;2;1;44;25;9999;2;46;VOLVO;7;G;27755.930;46117;0;0;1;4;12.6;Rural;Influencia;G
2011;40.51519575;1;1;69;51;9999;8;33;PEUGEOT;9;D;23910.000;33190;0;0;1;4;11.06617647;Rural;Rural - Tam 5;D
2011;33.68382514;1;1;30;12;9999;4;12;MERCEDES;10;D;32149.400;12004;0;0;0.49;4;12.86;SubUrb;Capital;D
2011;11.57331805;1;1;68;45;9999;1;12;RENAULT;5;G;12800.000;12600;0;0;1;4;14.53333333;Rural;Rural - Tam 5;G
2011;35.52054348;3;1;48;29;23;14;33;VOLKSWAGEN;7;G;13090.040;33700;0;0;1;4;11.85;Rural;Rural - Tam 4;G
2011;33.48846575;1;1;45;27;9999;5;48;VOLKSWAGEN;9;D;27950.000;48100;0;0;1;4;10.38571429;Rural;Rural - Tam 3;D
2011;10.39130435;2;1;25;7;9999;24;44;OPEL;3;D;9315.690;44550;0;0;0.55;4;15.98;Rural;Rural - Tam 2;D
2011;67.04371959;1;1;64;46;9999;4;46;VOLKSWAGEN;9;D;30223.800;46009;0;0;1;4;14.53676471;Urbano;Capital;D
2011;29.92380435;2;1;47;28;9999;9;35;CITROEN;5;G;16110.000;35012;0;0;1;4;17.84507042;Urbano;Capital;G
2011;29.03591802;1;1;49;30;9999;18;9;SEAT;5;G;9784.480;09471;0;0;1;4;12.06666667;Rural;Rural - Tam 1;G
2011;18.61290164;1;1;43;25;9999;14;33;VOLKSWAGEN;7;D;17068.740;33012;0;0;0.66;4;14.11111111;Urbano;Capital;D
2011;27.17958792;1;1;38;15;9999;10;48;RENAULT;6;D;15480.000;48002;0;0;1;4;14.25;Urbano;Capital;D
2011;28.67225741;2;1;37;7;9999;14;8;VOLKSWAGEN;7;D;16095.100;08228;0;0;1;4;14.11111111;SubUrb;Influencia;D
2011;33.95353261;2;2;48;24;23;9;50;NISSAN;6;D;16061.000;50009;0;0;1;4;14.32926829;Urbano;Capital;D
2011;19.95467391;2;1;34;12;9999;15;8;BMW;9;G;12500.000;08160;0;0;1;4;8.235294118;SubUrb;Influencia;G
2011;36.92842204;1;1;33;14;9999;4;17;FORD;8;D;22910.000;17230;0;0;1;4;13.14782609;Rural;Rural - Tam 4;D
2011;12.74721311;1;2;54;20;9999;10;20;RENAULT;7;G;13850.000;20160;0;0;0.56;4;11.47368421;SubUrb;Capital;G
2011;34.80452459;1;2;41;16;45;7;8;FORD;8;D;22830.000;08150;0;0;0.9;4;11.68695652;SubUrb;Influencia;D
2011;16.67803279;1;1;39;10;35;4;38;CITROEN;7;G;16995.000;38550;0;0;0.59;4;13.13333333;Rural;Rural - Tam 2;G
2011;61.94636612;1;1;39;21;9999;4;41;CHRYSLER;11;D;51200.000;41907;0;0;0.43;4;12.05521472;Rural;Influencia;D
2011;30.8129196;1;1;44;25;9999;4;24;HYUNDAI;11;G;25000.000;24010;0;0;1;4;9.086956522;SubUrb;Capital;G
2011;10.95912568;1;2;48;28;9999;9;38;NISSAN;6;D;17241.000;38530;0;0;0.48;4;14.32926829;Rural;Rural - Tam 4;D
2011;2.302826087;2;1;41;19;9999;14;20;OPEL;7;G;20734.920;20100;0;0;0.06;4;14.5;Urbano;Corona;G
2011;5.559950739;1;1;37;19;9999;7;16;NISSAN;9;D;24450.000;16003;0;0;0.16;4;11.99166667;Rural;Capital;D
2011;36.71090254;1;1;39;20;9999;2;50;BMW;10;D;32400.000;50015;0;0;1;4;10;Urbano;Capital;D
2011;34.30741463;1;1;45;26;9999;14;13;PEUGEOT;8;D;21768.660;13670;0;0;1;4;13.54545455;Rural;Rural - Tam 3;D
2011;48.98461957;2;2;46;13;9999;9;21;RENAULT;10;D;27150.000;21110;0;0;1;4;10.16666667;SubUrb;Corona;D
2011;11.48803279;1;1;54;36;9999;22;15;FORD;9;G;13492.720;15981;0;0;0.58;4;9.04;Rural;Rural - Tam 2;G
2011;11.56427397;1;2;59;38;9999;10;28;RENAULT;5;D;12012.000;28260;0;0;1;4;15.30769231;Rural;Influencia;D
2011;18.47707056;1;2;68;17;9999;15;35;FORD;7;G;11118.720;35012;0;0;1;4;12.17777778;Urbano;Capital;G
2011;20.37320652;2;2;54;32;9999;4;3;NISSAN;8;G;18100.000;03730;0;0;1;4;11.61818182;Rural;Rural - Tam 5;G
2011;23.67054335;1;1;47;9;9999;7;8;AUDI;5;G;18451.070;08720;0;0;1;4;11.93333333;SubUrb;Rural - Tam 5;G
2011;19.74473684;1;1;46;23;9999;8;18;VOLKSWAGEN;9;D;23860.000;18140;0;0;0.67;4;10.57692308;Rural;Corona;D
2011;28.49836066;1;1;45;27;9999;9;13;RENAULT;9;D;23490.000;13200;0;0;0.67;4;11.91666667;Rural;Rural - Tam 4;D
2011;31.75926611;1;1;53;33;9999;14;28;CITROEN;7;D;16163.730;28300;0;0;1;4;13.3;SubUrb;Influencia;D
2011;20.26319672;1;1;56;36;9999;11;29;CITROEN;8;G;19475.000;29006;0;0;0.74;4;10.64102564;Urbano;Capital;G
2011;28.77683019;1;2;34;16;9999;13;48;LAND ROVER;9;D;37563.260;48100;0;0;0.66;4;15.97826087;Rural;Rural - Tam 3;D
2011;35.74751366;1;1;59;39;22;9;8;MERCEDES;9;D;21035.420;08560;0;0;0.68;4;13.64754098;Rural;Rural - Tam 3;D
2011;38.32974332;1;1;48;30;9999;16;9;MITSUBISHI;7;D;19683.000;09200;0;0;1;4;16.96969697;Rural;Rural - Tam 5;D
2011;25.61799087;1;1;60;35;34;12;15;CITROEN;7;D;17279.100;15007;0;0;1;4;13.33333333;Urbano;Capital;D
2011;22.67817247;1;1;32;12;9999;4;37;TATA;2;D;9476.000;37188;0;0;1;4;20.51020408;Rural;Corona;D
2011;20.65606557;1;1;47;12;9999;14;4;CITROEN;7;G;13823.280;04738;0;0;0.69;4;11.97777778;SubUrb;Rural - Tam 4;G
2011;16.62119786;2;1;51;21;25;11;38;VOLKSWAGEN;7;G;10818.220;38202;0;0;1;4;10.65;SubUrb;Corona;G
2011;30.47360656;1;1;31;12;9999;9;13;FORD;7;D;14724.800;13700;0;0;0.72;4;14.38888889;Rural;Rural - Tam 5;D
2011;54.37325466;1;1;47;18;9999;4;36;PEUGEOT;9;D;29380.000;36003;0;0;1;4;11.61764706;SubUrb;Capital;D
2011;27.95527397;1;1;48;27;48;11;36;VOLKSWAGEN;5;D;14100.000;36201;0;0;1;4;14.50666667;Urbano;Influencia;D
2011;18.73626374;2;1;37;12;9999;14;3;NISSAN;5;G;11628.800;03710;0;0;0.69;4;17;Rural;Rural - Tam 4;G
2011;31.90301158;1;1;57;39;9999;6;36;RENAULT;7;D;22210.000;36940;0;0;0.69;4;13;Rural;Rural - Tam 5;D
2011;20.14862205;1;1;52;32;22;11;15;CITROEN;4;G;9285.640;15670;0;0;1;4;13.41666667;Rural;Corona;G
2011;35.95953184;2;1;40;4;9999;8;2;RENAULT;9;D;26900.000;02500;0;0;1;4;10.38461538;Rural;Corona;D
2011;30.11073438;2;1;36;13;9999;12;50;VOLKSWAGEN;7;D;18342.890;50630;0;0;1;4;14.05555556;Rural;Corona;D
2011;27.89978919;1;1;38;18;9999;11;15;SEAT;10;D;22928.610;15010;0;0;0.74;4;8.84;Urbano;Capital;D
2011;59.5983064;1;1;42;21;9999;9;19;OPEL;7;D;20632.750;19003;0;0;1;4;18.52;SubUrb;Capital;D
2011;16.84439022;1;2;51;32;9999;4;38;TOYOTA;7;G;16950.000;38720;0;0;1;4;12.57731959;Rural;Rural - Tam 3;G
2011;36.16964967;1;2;38;18;9999;11;32;VOLKSWAGEN;9;D;26107.970;32920;0;0;1;4;10.66923077;Rural;Corona;D
2011;17.12269646;1;2;34;7;9999;14;38;CITROEN;7;G;12999.890;38410;0;0;1;4;11.33333333;Rural;Rural - Tam 5;G
2011;28.0120396;1;2;47;24;9999;12;48;RENAULT;8;D;22688.210;48196;0;0;1;4;12.36363636;Rural;Influencia;D
2011;34.61810974;1;1;50;13;9999;7;50;VOLKSWAGEN;10;G;24461.190;50005;0;0;1;4;9.026666667;Urbano;Capital;G
2011;26.73489741;1;2;52;24;26;10;15;CITROEN;7;D;18263.000;15140;0;0;1;4;13.33333333;Rural;Corona;D
2011;4.65;2;2;28;10;9999;15;2;SEAT;5;D;12831.610;02510;0;0;0.17;4;16.30882353;Rural;Capital;D
2011;7.233695652;3;2;22;4;9999;4;38;CHEVROLET-GM;6;G;10715.000;38311;0;0;0.33;4;12.26190476;SubUrb;Rural - Tam 5;G
2011;45.51803578;1;1;55;32;23;8;29;PEUGEOT;8;G;23600.000;29014;0;0;1;4;13.20909091;Urbano;Capital;G
2011;15.73610619;1;1;60;42;9999;7;48;CITROEN;5;D;12050.290;48902;0;0;0.75;4;16.26760563;SubUrb;Corona;D
2011;25.89990883;1;1;68;48;9999;20;8;VOLKSWAGEN;7;G;16317.480;08025;0;0;1;4;13.55555556;Urbano;Capital;G
2011;22.85839188;2;2;52;6;9999;15;8;CITROEN;7;G;12621.250;08820;0;0;1;4;11.05555556;SubUrb;Corona;G
2011;31.00130464;2;1;45;25;9999;13;32;ROVER;7;D;17339.200;32828;0;0;1;4;11.61904762;añadido;Rural - Tam 2;D
2011;29.86639434;1;1;68;42;9999;13;36;PEUGEOT;7;D;15668.390;36813;0;0;1;4;13.36956522;Rural;Influencia;D
2011;80.05895082;1;1;53;35;9999;4;18;MERCEDES;12;D;65123.110;18810;0;0;1;4;9.670050761;Rural;Rural - Tam 2;D
2011;15.78036215;1;2;33;9;9999;13;50;PEUGEOT;5;G;12020.240;50600;0;0;1;4;13.06666667;Rural;Rural - Tam 4;G
2011;15.33679234;1;2;37;15;9999;14;8;FORD;4;G;9616.190;08198;0;0;1;4;14.83333333;;Corona;G
2011;20.18032787;1;2;28;9;9999;11;33;CITROEN;7;D;16405.110;33012;0;0;0.82;4;12.94444444;Urbano;Capital;D
2011;8.979727273;1;1;38;17;9999;10;18;NISSAN;9;D;21320.000;18151;0;0;0.38;4;11.48412698;Rural;Corona;D
2011;54.27436649;1;1;62;43;9999;5;6;FORD;9;D;25865.000;06230;0;0;1;4;14.53571429;Rural;Rural - Tam 3;D
2011;22.09743169;2;2;34;7;9999;8;7;RENAULT;7;D;17450.000;07300;0;0;0.79;4;12.28571429;Rural;Rural - Tam 5;D
2011;27.44387978;2;1;43;7;9999;14;7;RENAULT;5;D;12621.250;07500;0;0;0.79;4;14.2;Rural;Rural - Tam 5;D
2011;56.80359623;1;1;50;32;9999;12;15;MERCEDES;9;D;30394.860;15900;0;0;1;4;15.17213115;Rural;Rural - Tam 3;D
2011;12.01557377;1;2;41;9;9999;7;7;RENAULT;7;G;14600.000;07702;0;0;0.75;4;11.83673469;Rural;Rural - Tam 5;G
2011;12.25282327;1;2;27;7;9999;7;38;FIAT;3;G;7799.000;38500;0;0;1;4;15.55555556;Rural;Rural - Tam 4;G
2011;11.71943634;1;2;42;21;9999;12;12;OPEL;3;G;7954.400;12530;0;0;1;4;14.09615385;SubUrb;Influencia;G
2011;23.19844225;1;1;76;50;9999;5;8;PEUGEOT;7;G;16317.480;08520;0;0;1;4;11.47706422;SubUrb;Influencia;G
2011;29.65240093;1;2;42;13;9999;4;6;KIA;5;G;9825.000;06300;0;0;1;4;13.13846154;Rural;Rural - Tam 4;G
2011;19.36043038;1;2;47;4;9999;4;48;CITROEN;5;G;14560.000;48901;0;0;1;4;14.52;SubUrb;Corona;G
2011;36.66801838;2;1;71;46;63;15;8;NISSAN;9;D;21870.830;08028;0;0;1;4;14.04;Urbano;Capital;D
2011;31.05814208;1;1;47;29;9999;5;38;NISSAN;11;D;34772.740;38630;0;0;0.83;4;11.87719298;Rural;Rural - Tam 5;D
2011;12.87994947;1;2;39;12;9999;13;38;PEUGEOT;5;G;10036.900;38410;0;0;1;4;12.66666667;Rural;Rural - Tam 5;G
2011;8.005205479;1;1;55;37;9999;4;30;MERCEDES;9;D;32150.000;30007;0;0;1;4;10.51470588;Urbano;Capital;D
2011;40.451225;2;1;43;10;9999;12;4;RENAULT;7;D;18721.530;04120;0;0;1;4;13.68421053;Rural;Capital;D
2011;57.32400157;1;1;40;19;9999;7;8;AUDI;9;D;31700.000;08207;0;0;1;4;10.42857143;SubUrb;Influencia;D
2011;34.00658537;2;2;34;13;9999;11;34;RENAULT;5;D;15806.620;34003;0;0;1;4;19.61538462;SubUrb;Capital;D
2011;24.08149163;1;1;25;4;9999;11;7;CHRYSLER;9;G;23709.330;07760;0;0;1;4;10.25;Rural;Rural - Tam 5;G
2011;33.68721311;2;1;38;14;9999;8;50;VOLKSWAGEN;9;D;28836.560;50013;0;0;0.79;4;11.52307692;Urbano;Capital;D
2011;22.13189024;2;1;72;51;9999;4;35;KIA;7;G;12276.000;35001;0;0;1;4;11.31914894;Urbano;Capital;G
2011;13.88513407;1;1;38;19;9999;15;7;SEAT;4;G;9301.260;07013;0;0;1;4;16.58333333;Urbano;Capital;G
2011;48.26658019;2;1;48;30;9999;8;43;MERCEDES;10;D;27510.730;43719;0;0;1;4;17.98076923;Rural;Rural - Tam 2;D
2011;18.06467153;1;2;55;24;9999;24;49;CITROEN;4;G;9495.990;49600;0;0;0.55;4;15.72727273;SubUrb;Rural - Tam 4;G
2011;59.7818306;1;1;34;16;9999;13;50;MERCEDES;9;D;40682.630;50196;0;0;0.81;4;11.9379845;Rural;Corona;D
2011;25.74497724;1;1;47;29;9999;5;25;RENAULT;5;D;15080.000;25141;0;0;1;4;15.58823529;Rural;Corona;D
2011;25.6713784;1;2;50;28;9999;4;35;KIA;7;G;14350.000;35018;0;0;1;4;13.13333333;Urbano;Capital;G
2011;52.94365289;1;1;42;21;37;10;8;SEAT;8;D;28097.320;08870;0;0;1;4;14.48695652;SubUrb;Influencia;D
2011;21.0749;1;1;59;38;21;18;13;CITROEN;5;D;13240.300;13230;0;0;0.84;4;14.57746479;Rural;Rural - Tam 3;D
2011;23.39858904;1;1;47;29;9999;18;25;SUZUKI;7;G;14184.490;25600;0;0;1;4;11.94736842;Rural;Rural - Tam 4;G
2011;29.26278689;1;1;44;26;39;13;15;FORD;6;D;19232.390;15900;0;0;0.82;4;16.36363636;Rural;Rural - Tam 3;D
2011;44.26174242;1;1;59;40;9999;9;8;JEEP-CHRYSLER;11;D;39913.620;08560;0;0;1;4;12.14723926;Rural;Rural - Tam 3;D
2011;35.94294791;2;1;48;30;9999;6;38;VOLKSWAGEN;7;D;17046.200;38530;0;0;1;4;13.55769231;Rural;Rural - Tam 4;D
2011;23.675;1;1;53;34;9999;8;13;PEUGEOT;5;D;14810.000;13230;0;0;0.84;4;17.84507042;Rural;Rural - Tam 3;D
2011;25.56307692;2;1;37;7;9999;10;8;PEUGEOT;9;G;18353.710;08170;0;0;0.84;4;8.347826087;SubUrb;Influencia;G
2011;30.93774566;1;1;30;10;9999;7;8;SEAT;9;D;22212.000;08302;0;0;0.77;4;9.392857143;SubUrb;Influencia;D
2011;3.776842105;1;1;33;14;9999;1;18;TOYOTA;9;D;24950.000;18194;0;0;0.08;4;12.22222222;Rural;Rural - Tam 3;D
2011;31.07899169;1;2;45;25;9999;9;11;PEUGEOT;8;D;19420.000;11140;0;0;1;4;13.03636364;Rural;Rural - Tam 4;D
2011;21.50636395;1;2;34;9;9999;16;15;RENAULT;5;D;10818.000;15230;0;0;1;4;14.23076923;Rural;Rural - Tam 3;D
2011;15.72187234;1;1;34;8;9999;5;29;BMW;8;G;25543.010;29006;0;0;0.41;4;11.52542373;Urbano;Capital;G
2011;38.52263867;1;1;58;39;9999;8;49;DAEWOO;7;G;15200.000;49006;0;0;1;4;10.77981651;SubUrb;Capital;G
2011;16.14114379;2;1;45;24;19;13;12;OPEL;5;D;13132.110;12200;0;0;1;4;15.95588235;Rural;Corona;D
2011;0.187612903;1;1;45;22;9999;14;18;RENAULT;7;G;14754.850;18400;0;0;0.01;4;11.72222222;Rural;Rural - Tam 2;G
2011;8.206533333;1;1;58;40;9999;1;18;CITROEN;9;D;25050.000;18830;0;0;0.34;4;11.49285714;Rural;Rural - Tam 3;D
2011;32.01829164;1;1;65;27;9999;15;7;NISSAN;5;D;18198.650;07141;0;0;1;4;19.73333333;Rural;Rural - Tam 5;D
2011;47.07475674;1;1;57;38;9999;11;29;MERCEDES;12;G;34786.580;29006;0;0;1;4;7.614213198;Urbano;Capital;G
2011;29.27901639;1;1;77;50;9999;9;36;VOLKSWAGEN;7;D;20140.000;36005;0;0;0.85;4;13.2;SubUrb;Capital;D
2011;25.95278689;1;2;31;12;9999;14;13;RENAULT;7;D;18571.270;13200;0;0;0.92;4;13.2;Rural;Rural - Tam 4;D
2011;27.96105614;1;2;31;4;9999;4;50;OPEL;9;D;20185.000;50638;0;0;1;4;10.29166667;Rural;Rural - Tam 1;D
2011;26.49630259;2;1;32;14;9999;9;12;OPEL;7;D;18490.000;12597;0;0;1;4;13.9;Rural;Rural - Tam 1;D
2011;35.90726027;1;2;35;16;37;9;8;SEAT;10;D;22265.000;08420;0;0;1;4;8.673333333;Rural;Influencia;D
2011;15.1595082;1;1;40;18;9999;11;38;RENAULT;6;D;13144.130;38107;0;0;0.86;4;12.75;Rural;Capital;D
2011;50.28254144;2;1;31;12;9999;10;32;BMW;10;D;29600.000;32300;0;0;1;4;9.666666667;Rural;Rural - Tam 4;D
2011;43.93437158;1;2;68;48;9999;5;41;NISSAN;9;G;20000.000;41004;0;0;0.95;4;9.685714286;Urbano;Capital;G
2011;36.48327869;1;1;54;32;9999;10;13;PEUGEOT;8;D;19450.000;13240;0;0;0.9;4;12.30909091;Rural;Rural - Tam 4;D
2011;25.55209776;1;1;68;41;9999;19;38;MITSUBISHI;6;D;18631.000;38410;0;0;1;4;21.07142857;Rural;Rural - Tam 5;D
2011;6.272136986;1;2;32;14;9999;4;23;TOYOTA;9;D;28742.000;23160;0;0;0.17;4;14.25;Rural;Corona;D
2011;12.23647541;1;1;48;29;9999;11;18;CITROEN;4;G;9706.350;18640;0;0;1;4;13.75;Rural;Rural - Tam 3;G
2011;12.34431739;1;2;35;16;34;9;8;NISSAN;5;G;9945.000;08415;0;0;1;4;15;Rural;Influencia;G
2011;4.05347191;2;1;34;9;9999;13;4;CITROEN;5;D;14646.660;04151;0;0;0.11;4;15.8;Rural;Capital;D
2011;22.85127098;1;1;74;50;9999;8;12;PEUGEOT;7;D;16860.000;12530;0;0;1;4;13.23333333;SubUrb;Influencia;D
2011;26.26595364;1;1;44;16;9999;2;11;PEUGEOT;5;G;13850.000;11500;0;0;1;4;15.17333333;SubUrb;Rural - Tam 9;G
2011;51.70468224;1;1;42;23;9999;6;35;RENAULT;7;D;24140.000;35200;0;0;1;4;18.45;SubUrb;Corona;D
2011;74.4511809;1;1;51;33;9999;9;8;MERCEDES;11;D;43573.380;08840;0;0;1;4;9.705882353;Rural;Influencia;D
2011;22.89578374;1;2;39;15;9999;12;32;SEAT;7;D;13132.110;32500;0;0;1;4;12.48888889;Rural;Rural - Tam 4;D
2011;38.63081249;1;1;48;28;9999;12;35;NISSAN;9;D;25663.220;35470;0;0;1;4;15;Rural;Rural - Tam 3;D
2011;35.36967435;1;1;56;30;9999;1;23;ALFA ROMEO;7;D;22570.000;23710;0;0;1;4;13.28571429;Rural;Rural - Tam 4;D
2011;28.02103825;2;1;56;37;28;15;12;BMW;7;G;17399.300;12200;0;0;0.94;4;12.25490196;Rural;Corona;G
2011;45.27948522;2;1;56;27;9999;1;29;IVECO PEGASO;9;D;25589.600;29200;0;0;1;4;14.896;Rural;Rural - Tam 5;D
2011;37.49834618;2;1;41;20;37;4;15;MERCEDES;7;D;21950.000;15405;0;0;1;4;11.65137615;SubUrb;Rural - Tam 7;D
2011;59.68714894;2;1;43;9;9999;6;19;CITROEN;7;D;21190.000;19220;0;0;0.75;4;14.33333333;Rural;Rural - Tam 2;D
2011;48.22719126;1;1;68;50;9999;4;25;TOYOTA;11;D;31220.000;25280;0;0;1;4;11.12716763;Rural;Rural - Tam 3;D
2011;46.26612022;2;1;43;17;9999;5;4;VOLKSWAGEN;7;D;19650.000;04610;0;0;0.98;4;11.35;Rural;Rural - Tam 3;D
