"","year","month","day","hour","price_spain","datetime"
"1",2018,7,17,1,63.03,2018-07-17 01:00:00
"2",2018,7,17,2,61.15,2018-07-17 02:00:00
"3",2018,7,17,3,57.46,2018-07-17 03:00:00
"4",2018,7,17,4,56.85,2018-07-17 04:00:00
"5",2018,7,17,5,56,2018-07-17 05:00:00
"6",2018,7,17,6,56.85,2018-07-17 06:00:00
"7",2018,7,17,7,61.15,2018-07-17 07:00:00
"8",2018,7,17,8,62.86,2018-07-17 08:00:00
"9",2018,7,17,9,64.59,2018-07-17 09:00:00
"10",2018,7,17,10,65.36,2018-07-17 10:00:00
"11",2018,7,17,11,65.69,2018-07-17 11:00:00
"12",2018,7,17,12,65.69,2018-07-17 12:00:00
"13",2018,7,17,13,66.76,2018-07-17 13:00:00
"14",2018,7,17,14,66.94,2018-07-17 14:00:00
"15",2018,7,17,15,66.01,2018-07-17 15:00:00
"16",2018,7,17,16,65.67,2018-07-17 16:00:00
"17",2018,7,17,17,65.36,2018-07-17 17:00:00
"18",2018,7,17,18,65,2018-07-17 18:00:00
"19",2018,7,17,19,64.46,2018-07-17 19:00:00
"20",2018,7,17,20,63.9,2018-07-17 20:00:00
"21",2018,7,17,21,64.02,2018-07-17 21:00:00
"22",2018,7,17,22,64.46,2018-07-17 22:00:00
"23",2018,7,17,23,63.97,2018-07-17 23:00:00
"24",2018,7,17,24,60.57,2018-07-18 00:00:00
"25",2018,7,18,1,60.62,2018-07-18 01:00:00
"26",2018,7,18,2,56.85,2018-07-18 02:00:00
"27",2018,7,18,3,55,2018-07-18 03:00:00
"28",2018,7,18,4,54.65,2018-07-18 04:00:00
"29",2018,7,18,5,54.65,2018-07-18 05:00:00
"30",2018,7,18,6,55.53,2018-07-18 06:00:00
"31",2018,7,18,7,61.15,2018-07-18 07:00:00
"32",2018,7,18,8,64,2018-07-18 08:00:00
"33",2018,7,18,9,65.52,2018-07-18 09:00:00
"34",2018,7,18,10,66.69,2018-07-18 10:00:00
"35",2018,7,18,11,66.69,2018-07-18 11:00:00
"36",2018,7,18,12,66.69,2018-07-18 12:00:00
"37",2018,7,18,13,66.69,2018-07-18 13:00:00
"38",2018,7,18,14,66.76,2018-07-18 14:00:00
"39",2018,7,18,15,66.07,2018-07-18 15:00:00
"40",2018,7,18,16,65.61,2018-07-18 16:00:00
"41",2018,7,18,17,65.61,2018-07-18 17:00:00
"42",2018,7,18,18,65.67,2018-07-18 18:00:00
"43",2018,7,18,19,65.2,2018-07-18 19:00:00
"44",2018,7,18,20,64.69,2018-07-18 20:00:00
"45",2018,7,18,21,65.32,2018-07-18 21:00:00
"46",2018,7,18,22,66.1,2018-07-18 22:00:00
"47",2018,7,18,23,65.69,2018-07-18 23:00:00
"48",2018,7,18,24,65.36,2018-07-19 00:00:00
"49",2018,7,19,1,64.46,2018-07-19 01:00:00
"50",2018,7,19,2,63.18,2018-07-19 02:00:00
"51",2018,7,19,3,62,2018-07-19 03:00:00
"52",2018,7,19,4,59.4,2018-07-19 04:00:00
"53",2018,7,19,5,59.4,2018-07-19 05:00:00
"54",2018,7,19,6,61.15,2018-07-19 06:00:00
"55",2018,7,19,7,63.9,2018-07-19 07:00:00
"56",2018,7,19,8,64.46,2018-07-19 08:00:00
"57",2018,7,19,9,65.9,2018-07-19 09:00:00
"58",2018,7,19,10,67.02,2018-07-19 10:00:00
"59",2018,7,19,11,66.89,2018-07-19 11:00:00
"60",2018,7,19,12,66.69,2018-07-19 12:00:00
"61",2018,7,19,13,67.02,2018-07-19 13:00:00
"62",2018,7,19,14,66.69,2018-07-19 14:00:00
"63",2018,7,19,15,65.69,2018-07-19 15:00:00
"64",2018,7,19,16,65.59,2018-07-19 16:00:00
"65",2018,7,19,17,65.21,2018-07-19 17:00:00
"66",2018,7,19,18,64.69,2018-07-19 18:00:00
"67",2018,7,19,19,64.14,2018-07-19 19:00:00
"68",2018,7,19,20,63.9,2018-07-19 20:00:00
"69",2018,7,19,21,64.07,2018-07-19 21:00:00
"70",2018,7,19,22,64.39,2018-07-19 22:00:00
"71",2018,7,19,23,64.33,2018-07-19 23:00:00
"72",2018,7,19,24,63.68,2018-07-20 00:00:00
"73",2018,7,20,1,62.21,2018-07-20 01:00:00
"74",2018,7,20,2,58,2018-07-20 02:00:00
"75",2018,7,20,3,56.85,2018-07-20 03:00:00
"76",2018,7,20,4,55.99,2018-07-20 04:00:00
"77",2018,7,20,5,55.68,2018-07-20 05:00:00
"78",2018,7,20,6,56.85,2018-07-20 06:00:00
"79",2018,7,20,7,61.36,2018-07-20 07:00:00
"80",2018,7,20,8,63.01,2018-07-20 08:00:00
"81",2018,7,20,9,64.46,2018-07-20 09:00:00
"82",2018,7,20,10,65.67,2018-07-20 10:00:00
"83",2018,7,20,11,65.96,2018-07-20 11:00:00
"84",2018,7,20,12,65.96,2018-07-20 12:00:00
"85",2018,7,20,13,66.49,2018-07-20 13:00:00
"86",2018,7,20,14,66.3,2018-07-20 14:00:00
"87",2018,7,20,15,64.81,2018-07-20 15:00:00
"88",2018,7,20,16,63.9,2018-07-20 16:00:00
"89",2018,7,20,17,62.5,2018-07-20 17:00:00
"90",2018,7,20,18,61.17,2018-07-20 18:00:00
"91",2018,7,20,19,58.5,2018-07-20 19:00:00
"92",2018,7,20,20,58.95,2018-07-20 20:00:00
"93",2018,7,20,21,60.99,2018-07-20 21:00:00
"94",2018,7,20,22,62.5,2018-07-20 22:00:00
"95",2018,7,20,23,63,2018-07-20 23:00:00
"96",2018,7,20,24,62.12,2018-07-21 00:00:00
"97",2018,7,21,1,62.14,2018-07-21 01:00:00
"98",2018,7,21,2,60,2018-07-21 02:00:00
"99",2018,7,21,3,57.93,2018-07-21 03:00:00
"100",2018,7,21,4,58.01,2018-07-21 04:00:00
"101",2018,7,21,5,58.01,2018-07-21 05:00:00
"102",2018,7,21,6,58.68,2018-07-21 06:00:00
"103",2018,7,21,7,60,2018-07-21 07:00:00
"104",2018,7,21,8,60.01,2018-07-21 08:00:00
"105",2018,7,21,9,61.15,2018-07-21 09:00:00
"106",2018,7,21,10,62.76,2018-07-21 10:00:00
"107",2018,7,21,11,63.86,2018-07-21 11:00:00
"108",2018,7,21,12,63.9,2018-07-21 12:00:00
"109",2018,7,21,13,64.21,2018-07-21 13:00:00
"110",2018,7,21,14,64.21,2018-07-21 14:00:00
"111",2018,7,21,15,64.14,2018-07-21 15:00:00
"112",2018,7,21,16,63.01,2018-07-21 16:00:00
"113",2018,7,21,17,62.14,2018-07-21 17:00:00
"114",2018,7,21,18,60.89,2018-07-21 18:00:00
"115",2018,7,21,19,59.58,2018-07-21 19:00:00
"116",2018,7,21,20,60.89,2018-07-21 20:00:00
"117",2018,7,21,21,62.21,2018-07-21 21:00:00
"118",2018,7,21,22,63.19,2018-07-21 22:00:00
"119",2018,7,21,23,64.14,2018-07-21 23:00:00
"120",2018,7,21,24,63.5,2018-07-22 00:00:00
"121",2018,7,22,1,64.14,2018-07-22 01:00:00
"122",2018,7,22,2,62.91,2018-07-22 02:00:00
"123",2018,7,22,3,61.66,2018-07-22 03:00:00
"124",2018,7,22,4,59.41,2018-07-22 04:00:00
"125",2018,7,22,5,57.93,2018-07-22 05:00:00
"126",2018,7,22,6,57.56,2018-07-22 06:00:00
"127",2018,7,22,7,56.7,2018-07-22 07:00:00
"128",2018,7,22,8,54.6,2018-07-22 08:00:00
"129",2018,7,22,9,57.09,2018-07-22 09:00:00
"130",2018,7,22,10,57.81,2018-07-22 10:00:00
"131",2018,7,22,11,57.5,2018-07-22 11:00:00
"132",2018,7,22,12,58.07,2018-07-22 12:00:00
"133",2018,7,22,13,61,2018-07-22 13:00:00
"134",2018,7,22,14,62.21,2018-07-22 14:00:00
"135",2018,7,22,15,62.21,2018-07-22 15:00:00
"136",2018,7,22,16,61.15,2018-07-22 16:00:00
"137",2018,7,22,17,60.16,2018-07-22 17:00:00
"138",2018,7,22,18,58.5,2018-07-22 18:00:00
"139",2018,7,22,19,57.09,2018-07-22 19:00:00
"140",2018,7,22,20,57.46,2018-07-22 20:00:00
"141",2018,7,22,21,58.43,2018-07-22 21:00:00
"142",2018,7,22,22,62.14,2018-07-22 22:00:00
"143",2018,7,22,23,64.14,2018-07-22 23:00:00
"144",2018,7,22,24,62.14,2018-07-23 00:00:00
"145",2018,7,23,1,62.14,2018-07-23 01:00:00
"146",2018,7,23,2,58.14,2018-07-23 02:00:00
"147",2018,7,23,3,55.51,2018-07-23 03:00:00
"148",2018,7,23,4,54.48,2018-07-23 04:00:00
"149",2018,7,23,5,53.93,2018-07-23 05:00:00
"150",2018,7,23,6,54.48,2018-07-23 06:00:00
"151",2018,7,23,7,58.18,2018-07-23 07:00:00
"152",2018,7,23,8,62.76,2018-07-23 08:00:00
"153",2018,7,23,9,65.59,2018-07-23 09:00:00
"154",2018,7,23,10,66.8,2018-07-23 10:00:00
"155",2018,7,23,11,66.79,2018-07-23 11:00:00
"156",2018,7,23,12,66.41,2018-07-23 12:00:00
"157",2018,7,23,13,67,2018-07-23 13:00:00
"158",2018,7,23,14,66.9,2018-07-23 14:00:00
"159",2018,7,23,15,66.3,2018-07-23 15:00:00
"160",2018,7,23,16,65.41,2018-07-23 16:00:00
"161",2018,7,23,17,65.4,2018-07-23 17:00:00
"162",2018,7,23,18,65.4,2018-07-23 18:00:00
"163",2018,7,23,19,65.36,2018-07-23 19:00:00
"164",2018,7,23,20,64.39,2018-07-23 20:00:00
"165",2018,7,23,21,65.41,2018-07-23 21:00:00
"166",2018,7,23,22,66.24,2018-07-23 22:00:00
"167",2018,7,23,23,66.01,2018-07-23 23:00:00
"168",2018,7,23,24,65.36,2018-07-24 00:00:00
"169",2018,7,24,1,64.75,2018-07-24 01:00:00
"170",2018,7,24,2,63.18,2018-07-24 02:00:00
"171",2018,7,24,3,61.17,2018-07-24 03:00:00
"172",2018,7,24,4,58.68,2018-07-24 04:00:00
"173",2018,7,24,5,58.4,2018-07-24 05:00:00
"174",2018,7,24,6,59.88,2018-07-24 06:00:00
"175",2018,7,24,7,62.21,2018-07-24 07:00:00
"176",2018,7,24,8,63.68,2018-07-24 08:00:00
"177",2018,7,24,9,65.99,2018-07-24 09:00:00
"178",2018,7,24,10,67.07,2018-07-24 10:00:00
"179",2018,7,24,11,67.81,2018-07-24 11:00:00
"180",2018,7,24,12,67.98,2018-07-24 12:00:00
"181",2018,7,24,13,68.81,2018-07-24 13:00:00
"182",2018,7,24,14,68.81,2018-07-24 14:00:00
"183",2018,7,24,15,67.98,2018-07-24 15:00:00
"184",2018,7,24,16,67.35,2018-07-24 16:00:00
"185",2018,7,24,17,67.01,2018-07-24 17:00:00
"186",2018,7,24,18,67,2018-07-24 18:00:00
"187",2018,7,24,19,65.67,2018-07-24 19:00:00
"188",2018,7,24,20,65.51,2018-07-24 20:00:00
"189",2018,7,24,21,64.22,2018-07-24 21:00:00
"190",2018,7,24,22,65.36,2018-07-24 22:00:00
"191",2018,7,24,23,65.01,2018-07-24 23:00:00
"192",2018,7,24,24,63.3,2018-07-25 00:00:00
"193",2018,7,25,1,63.75,2018-07-25 01:00:00
"194",2018,7,25,2,62.21,2018-07-25 02:00:00
"195",2018,7,25,3,60,2018-07-25 03:00:00
"196",2018,7,25,4,57.93,2018-07-25 04:00:00
"197",2018,7,25,5,57.43,2018-07-25 05:00:00
"198",2018,7,25,6,58.43,2018-07-25 06:00:00
"199",2018,7,25,7,62.46,2018-07-25 07:00:00
"200",2018,7,25,8,63.9,2018-07-25 08:00:00
"201",2018,7,25,9,65.33,2018-07-25 09:00:00
"202",2018,7,25,10,66.39,2018-07-25 10:00:00
"203",2018,7,25,11,67,2018-07-25 11:00:00
"204",2018,7,25,12,67,2018-07-25 12:00:00
"205",2018,7,25,13,68.69,2018-07-25 13:00:00
"206",2018,7,25,14,68.02,2018-07-25 14:00:00
"207",2018,7,25,15,67.81,2018-07-25 15:00:00
"208",2018,7,25,16,67,2018-07-25 16:00:00
"209",2018,7,25,17,67,2018-07-25 17:00:00
"210",2018,7,25,18,67,2018-07-25 18:00:00
"211",2018,7,25,19,65.8,2018-07-25 19:00:00
"212",2018,7,25,20,66.9,2018-07-25 20:00:00
"213",2018,7,25,21,65.67,2018-07-25 21:00:00
"214",2018,7,25,22,66.66,2018-07-25 22:00:00
"215",2018,7,25,23,66.39,2018-07-25 23:00:00
"216",2018,7,25,24,65.39,2018-07-26 00:00:00
"217",2018,7,26,1,65.67,2018-07-26 01:00:00
"218",2018,7,26,2,64.23,2018-07-26 02:00:00
"219",2018,7,26,3,63.5,2018-07-26 03:00:00
"220",2018,7,26,4,62.21,2018-07-26 04:00:00
"221",2018,7,26,5,62.21,2018-07-26 05:00:00
"222",2018,7,26,6,63.18,2018-07-26 06:00:00
"223",2018,7,26,7,64.39,2018-07-26 07:00:00
"224",2018,7,26,8,65.01,2018-07-26 08:00:00
"225",2018,7,26,9,66.09,2018-07-26 09:00:00
"226",2018,7,26,10,67.09,2018-07-26 10:00:00
"227",2018,7,26,11,68,2018-07-26 11:00:00
"228",2018,7,26,12,68.09,2018-07-26 12:00:00
"229",2018,7,26,13,68.98,2018-07-26 13:00:00
"230",2018,7,26,14,68.99,2018-07-26 14:00:00
"231",2018,7,26,15,68,2018-07-26 15:00:00
"232",2018,7,26,16,67.22,2018-07-26 16:00:00
"233",2018,7,26,17,67,2018-07-26 17:00:00
"234",2018,7,26,18,67.09,2018-07-26 18:00:00
"235",2018,7,26,19,67.19,2018-07-26 19:00:00
"236",2018,7,26,20,69.3,2018-07-26 20:00:00
"237",2018,7,26,21,66.3,2018-07-26 21:00:00
"238",2018,7,26,22,65.36,2018-07-26 22:00:00
"239",2018,7,26,23,65.7,2018-07-26 23:00:00
"240",2018,7,26,24,63.64,2018-07-27 00:00:00
"241",2018,7,27,1,65.5,2018-07-27 01:00:00
"242",2018,7,27,2,64.21,2018-07-27 02:00:00
"243",2018,7,27,3,63.19,2018-07-27 03:00:00
"244",2018,7,27,4,62.21,2018-07-27 04:00:00
"245",2018,7,27,5,62.39,2018-07-27 05:00:00
"246",2018,7,27,6,63.43,2018-07-27 06:00:00
"247",2018,7,27,7,65.41,2018-07-27 07:00:00
"248",2018,7,27,8,65.67,2018-07-27 08:00:00
"249",2018,7,27,9,66.84,2018-07-27 09:00:00
"250",2018,7,27,10,68.09,2018-07-27 10:00:00
"251",2018,7,27,11,68.41,2018-07-27 11:00:00
"252",2018,7,27,12,68.36,2018-07-27 12:00:00
"253",2018,7,27,13,68.86,2018-07-27 13:00:00
"254",2018,7,27,14,67.61,2018-07-27 14:00:00
"255",2018,7,27,15,66.03,2018-07-27 15:00:00
"256",2018,7,27,16,64.88,2018-07-27 16:00:00
"257",2018,7,27,17,64.23,2018-07-27 17:00:00
"258",2018,7,27,18,63.9,2018-07-27 18:00:00
"259",2018,7,27,19,63.12,2018-07-27 19:00:00
"260",2018,7,27,20,62.46,2018-07-27 20:00:00
"261",2018,7,27,21,62.21,2018-07-27 21:00:00
"262",2018,7,27,22,62.21,2018-07-27 22:00:00
"263",2018,7,27,23,62.14,2018-07-27 23:00:00
"264",2018,7,27,24,58.21,2018-07-28 00:00:00
"265",2018,7,28,1,64,2018-07-28 01:00:00
"266",2018,7,28,2,63.9,2018-07-28 02:00:00
"267",2018,7,28,3,63.2,2018-07-28 03:00:00
"268",2018,7,28,4,62.21,2018-07-28 04:00:00
"269",2018,7,28,5,62.21,2018-07-28 05:00:00
"270",2018,7,28,6,62.21,2018-07-28 06:00:00
"271",2018,7,28,7,62.8,2018-07-28 07:00:00
"272",2018,7,28,8,62.5,2018-07-28 08:00:00
"273",2018,7,28,9,63.1,2018-07-28 09:00:00
"274",2018,7,28,10,62.8,2018-07-28 10:00:00
"275",2018,7,28,11,64.01,2018-07-28 11:00:00
"276",2018,7,28,12,64.39,2018-07-28 12:00:00
"277",2018,7,28,13,64.71,2018-07-28 13:00:00
"278",2018,7,28,14,65,2018-07-28 14:00:00
"279",2018,7,28,15,64.39,2018-07-28 15:00:00
"280",2018,7,28,16,64.14,2018-07-28 16:00:00
"281",2018,7,28,17,63.06,2018-07-28 17:00:00
"282",2018,7,28,18,62.21,2018-07-28 18:00:00
"283",2018,7,28,19,62.14,2018-07-28 19:00:00
"284",2018,7,28,20,62.21,2018-07-28 20:00:00
"285",2018,7,28,21,63.9,2018-07-28 21:00:00
"286",2018,7,28,22,65.67,2018-07-28 22:00:00
"287",2018,7,28,23,65.86,2018-07-28 23:00:00
"288",2018,7,28,24,65.7,2018-07-29 00:00:00
"289",2018,7,29,1,66.21,2018-07-29 01:00:00
"290",2018,7,29,2,64.67,2018-07-29 02:00:00
"291",2018,7,29,3,62.21,2018-07-29 03:00:00
"292",2018,7,29,4,63,2018-07-29 04:00:00
"293",2018,7,29,5,62,2018-07-29 05:00:00
"294",2018,7,29,6,60.61,2018-07-29 06:00:00
"295",2018,7,29,7,58.81,2018-07-29 07:00:00
"296",2018,7,29,8,56.75,2018-07-29 08:00:00
"297",2018,7,29,9,56.79,2018-07-29 09:00:00
"298",2018,7,29,10,55.47,2018-07-29 10:00:00
"299",2018,7,29,11,57.99,2018-07-29 11:00:00
"300",2018,7,29,12,58.43,2018-07-29 12:00:00
"301",2018,7,29,13,58.91,2018-07-29 13:00:00
"302",2018,7,29,14,61,2018-07-29 14:00:00
"303",2018,7,29,15,61.11,2018-07-29 15:00:00
"304",2018,7,29,16,58.19,2018-07-29 16:00:00
"305",2018,7,29,17,54.25,2018-07-29 17:00:00
"306",2018,7,29,18,53.93,2018-07-29 18:00:00
"307",2018,7,29,19,52.15,2018-07-29 19:00:00
"308",2018,7,29,20,55.76,2018-07-29 20:00:00
"309",2018,7,29,21,57.43,2018-07-29 21:00:00
"310",2018,7,29,22,63.71,2018-07-29 22:00:00
"311",2018,7,29,23,65.4,2018-07-29 23:00:00
"312",2018,7,29,24,62.8,2018-07-30 00:00:00
"313",2018,7,30,1,62.21,2018-07-30 01:00:00
"314",2018,7,30,2,60.4,2018-07-30 02:00:00
"315",2018,7,30,3,57.85,2018-07-30 03:00:00
"316",2018,7,30,4,56.41,2018-07-30 04:00:00
"317",2018,7,30,5,56.03,2018-07-30 05:00:00
"318",2018,7,30,6,58.01,2018-07-30 06:00:00
"319",2018,7,30,7,63.18,2018-07-30 07:00:00
"320",2018,7,30,8,64.07,2018-07-30 08:00:00
"321",2018,7,30,9,65.7,2018-07-30 09:00:00
"322",2018,7,30,10,67.53,2018-07-30 10:00:00
"323",2018,7,30,11,67.8,2018-07-30 11:00:00
"324",2018,7,30,12,67.8,2018-07-30 12:00:00
"325",2018,7,30,13,67.98,2018-07-30 13:00:00
"326",2018,7,30,14,68.01,2018-07-30 14:00:00
"327",2018,7,30,15,67.55,2018-07-30 15:00:00
"328",2018,7,30,16,66.3,2018-07-30 16:00:00
"329",2018,7,30,17,65.86,2018-07-30 17:00:00
"330",2018,7,30,18,65.86,2018-07-30 18:00:00
"331",2018,7,30,19,65.35,2018-07-30 19:00:00
"332",2018,7,30,20,64.8,2018-07-30 20:00:00
"333",2018,7,30,21,65.67,2018-07-30 21:00:00
"334",2018,7,30,22,67.28,2018-07-30 22:00:00
"335",2018,7,30,23,66.92,2018-07-30 23:00:00
"336",2018,7,30,24,66.3,2018-07-31 00:00:00
"337",2018,7,31,1,65.67,2018-07-31 01:00:00
"338",2018,7,31,2,65.07,2018-07-31 02:00:00
"339",2018,7,31,3,63.9,2018-07-31 03:00:00
"340",2018,7,31,4,62.5,2018-07-31 04:00:00
"341",2018,7,31,5,62.21,2018-07-31 05:00:00
"342",2018,7,31,6,63,2018-07-31 06:00:00
"343",2018,7,31,7,64.5,2018-07-31 07:00:00
"344",2018,7,31,8,64.39,2018-07-31 08:00:00
"345",2018,7,31,9,65.77,2018-07-31 09:00:00
"346",2018,7,31,10,66.3,2018-07-31 10:00:00
"347",2018,7,31,11,67.08,2018-07-31 11:00:00
"348",2018,7,31,12,67.42,2018-07-31 12:00:00
"349",2018,7,31,13,67.97,2018-07-31 13:00:00
"350",2018,7,31,14,68.19,2018-07-31 14:00:00
"351",2018,7,31,15,67.97,2018-07-31 15:00:00
"352",2018,7,31,16,67.42,2018-07-31 16:00:00
"353",2018,7,31,17,66.9,2018-07-31 17:00:00
"354",2018,7,31,18,66.3,2018-07-31 18:00:00
"355",2018,7,31,19,65.67,2018-07-31 19:00:00
"356",2018,7,31,20,65.96,2018-07-31 20:00:00
"357",2018,7,31,21,65.32,2018-07-31 21:00:00
"358",2018,7,31,22,65.32,2018-07-31 22:00:00
"359",2018,7,31,23,64.14,2018-07-31 23:00:00
"360",2018,7,31,24,60.91,2018-08-01 00:00:00
"361",2018,8,1,1,62.01,2018-08-01 01:00:00
"362",2018,8,1,2,58.01,2018-08-01 02:00:00
"363",2018,8,1,3,54.25,2018-08-01 03:00:00
"364",2018,8,1,4,52.74,2018-08-01 04:00:00
"365",2018,8,1,5,52.3,2018-08-01 05:00:00
"366",2018,8,1,6,52.33,2018-08-01 06:00:00
"367",2018,8,1,7,55,2018-08-01 07:00:00
"368",2018,8,1,8,58.44,2018-08-01 08:00:00
"369",2018,8,1,9,63.9,2018-08-01 09:00:00
"370",2018,8,1,10,65.1,2018-08-01 10:00:00
"371",2018,8,1,11,65.7,2018-08-01 11:00:00
"372",2018,8,1,12,66.8,2018-08-01 12:00:00
"373",2018,8,1,13,67.97,2018-08-01 13:00:00
"374",2018,8,1,14,68.34,2018-08-01 14:00:00
"375",2018,8,1,15,68.19,2018-08-01 15:00:00
"376",2018,8,1,16,67.89,2018-08-01 16:00:00
"377",2018,8,1,17,67.51,2018-08-01 17:00:00
"378",2018,8,1,18,67,2018-08-01 18:00:00
"379",2018,8,1,19,65.87,2018-08-01 19:00:00
"380",2018,8,1,20,65.87,2018-08-01 20:00:00
"381",2018,8,1,21,65.01,2018-08-01 21:00:00
"382",2018,8,1,22,65.86,2018-08-01 22:00:00
"383",2018,8,1,23,65.32,2018-08-01 23:00:00
"384",2018,8,1,24,62.51,2018-08-02 00:00:00
"385",2018,8,2,1,60.71,2018-08-02 01:00:00
"386",2018,8,2,2,58.4,2018-08-02 02:00:00
"387",2018,8,2,3,54.9,2018-08-02 03:00:00
"388",2018,8,2,4,53.2,2018-08-02 04:00:00
"389",2018,8,2,5,52.93,2018-08-02 05:00:00
"390",2018,8,2,6,53.2,2018-08-02 06:00:00
"391",2018,8,2,7,58.07,2018-08-02 07:00:00
"392",2018,8,2,8,62.21,2018-08-02 08:00:00
"393",2018,8,2,9,64.66,2018-08-02 09:00:00
"394",2018,8,2,10,65.7,2018-08-02 10:00:00
"395",2018,8,2,11,65.7,2018-08-02 11:00:00
"396",2018,8,2,12,66.66,2018-08-02 12:00:00
"397",2018,8,2,13,68.02,2018-08-02 13:00:00
"398",2018,8,2,14,68.89,2018-08-02 14:00:00
"399",2018,8,2,15,68.86,2018-08-02 15:00:00
"400",2018,8,2,16,68.5,2018-08-02 16:00:00
"401",2018,8,2,17,68.48,2018-08-02 17:00:00
"402",2018,8,2,18,68.5,2018-08-02 18:00:00
"403",2018,8,2,19,67.98,2018-08-02 19:00:00
"404",2018,8,2,20,69.41,2018-08-02 20:00:00
"405",2018,8,2,21,68,2018-08-02 21:00:00
"406",2018,8,2,22,69.81,2018-08-02 22:00:00
"407",2018,8,2,23,69.3,2018-08-02 23:00:00
"408",2018,8,2,24,66.66,2018-08-03 00:00:00
"409",2018,8,3,1,67.76,2018-08-03 01:00:00
"410",2018,8,3,2,65.6,2018-08-03 02:00:00
"411",2018,8,3,3,63.9,2018-08-03 03:00:00
"412",2018,8,3,4,62.21,2018-08-03 04:00:00
"413",2018,8,3,5,62.14,2018-08-03 05:00:00
"414",2018,8,3,6,62.68,2018-08-03 06:00:00
"415",2018,8,3,7,65.67,2018-08-03 07:00:00
"416",2018,8,3,8,67.76,2018-08-03 08:00:00
"417",2018,8,3,9,69.21,2018-08-03 09:00:00
"418",2018,8,3,10,70.26,2018-08-03 10:00:00
"419",2018,8,3,11,70.46,2018-08-03 11:00:00
"420",2018,8,3,12,70,2018-08-03 12:00:00
"421",2018,8,3,13,70.7,2018-08-03 13:00:00
"422",2018,8,3,14,70.41,2018-08-03 14:00:00
"423",2018,8,3,15,70,2018-08-03 15:00:00
"424",2018,8,3,16,69,2018-08-03 16:00:00
"425",2018,8,3,17,68,2018-08-03 17:00:00
"426",2018,8,3,18,69.72,2018-08-03 18:00:00
"427",2018,8,3,19,70.51,2018-08-03 19:00:00
"428",2018,8,3,20,70.26,2018-08-03 20:00:00
"429",2018,8,3,21,70.35,2018-08-03 21:00:00
"430",2018,8,3,22,70.01,2018-08-03 22:00:00
"431",2018,8,3,23,66.98,2018-08-03 23:00:00
"432",2018,8,3,24,65.7,2018-08-04 00:00:00
"433",2018,8,4,1,69.61,2018-08-04 01:00:00
"434",2018,8,4,2,66.8,2018-08-04 02:00:00
"435",2018,8,4,3,65.67,2018-08-04 03:00:00
"436",2018,8,4,4,64.39,2018-08-04 04:00:00
"437",2018,8,4,5,63.9,2018-08-04 05:00:00
"438",2018,8,4,6,63.67,2018-08-04 06:00:00
"439",2018,8,4,7,62.21,2018-08-04 07:00:00
"440",2018,8,4,8,62,2018-08-04 08:00:00
"441",2018,8,4,9,62.21,2018-08-04 09:00:00
"442",2018,8,4,10,65,2018-08-04 10:00:00
"443",2018,8,4,11,66.3,2018-08-04 11:00:00
"444",2018,8,4,12,67.67,2018-08-04 12:00:00
"445",2018,8,4,13,68,2018-08-04 13:00:00
"446",2018,8,4,14,69.61,2018-08-04 14:00:00
"447",2018,8,4,15,69.23,2018-08-04 15:00:00
"448",2018,8,4,16,66.92,2018-08-04 16:00:00
"449",2018,8,4,17,65.67,2018-08-04 17:00:00
"450",2018,8,4,18,64.39,2018-08-04 18:00:00
"451",2018,8,4,19,63.52,2018-08-04 19:00:00
"452",2018,8,4,20,63.43,2018-08-04 20:00:00
"453",2018,8,4,21,64.14,2018-08-04 21:00:00
"454",2018,8,4,22,65.7,2018-08-04 22:00:00
"455",2018,8,4,23,65.7,2018-08-04 23:00:00
"456",2018,8,4,24,64.39,2018-08-05 00:00:00
"457",2018,8,5,1,65.7,2018-08-05 01:00:00
"458",2018,8,5,2,63.43,2018-08-05 02:00:00
"459",2018,8,5,3,62.01,2018-08-05 03:00:00
"460",2018,8,5,4,58.76,2018-08-05 04:00:00
"461",2018,8,5,5,58.35,2018-08-05 05:00:00
"462",2018,8,5,6,58.27,2018-08-05 06:00:00
"463",2018,8,5,7,58.27,2018-08-05 07:00:00
"464",2018,8,5,8,55.46,2018-08-05 08:00:00
"465",2018,8,5,9,57.46,2018-08-05 09:00:00
"466",2018,8,5,10,61.16,2018-08-05 10:00:00
"467",2018,8,5,11,62.21,2018-08-05 11:00:00
"468",2018,8,5,12,65.32,2018-08-05 12:00:00
"469",2018,8,5,13,66.3,2018-08-05 13:00:00
"470",2018,8,5,14,67.75,2018-08-05 14:00:00
"471",2018,8,5,15,68.01,2018-08-05 15:00:00
"472",2018,8,5,16,66.8,2018-08-05 16:00:00
"473",2018,8,5,17,66.24,2018-08-05 17:00:00
"474",2018,8,5,18,65.67,2018-08-05 18:00:00
"475",2018,8,5,19,65.67,2018-08-05 19:00:00
"476",2018,8,5,20,65.32,2018-08-05 20:00:00
"477",2018,8,5,21,66.69,2018-08-05 21:00:00
"478",2018,8,5,22,70,2018-08-05 22:00:00
"479",2018,8,5,23,70.97,2018-08-05 23:00:00
"480",2018,8,5,24,70,2018-08-06 00:00:00
"481",2018,8,6,1,66.3,2018-08-06 01:00:00
"482",2018,8,6,2,63.9,2018-08-06 02:00:00
"483",2018,8,6,3,62.21,2018-08-06 03:00:00
"484",2018,8,6,4,61.15,2018-08-06 04:00:00
